t,r,eps,h,z
47658,-0.0050074417,-0.0050074417,0.0000078911,-1.7825705319
47659,-0.0006315105,-0.0006315105,0.0000103678,-0.1961267752
47660,0.0020618003,0.0020618003,0.0000100359,0.6508304653
47661,0.0016773480,0.0016773480,0.0000090899,0.5563436590
47662,-0.0015393850,-0.0015393850,0.0000083614,-0.5323630216
47663,-0.0018857377,-0.0018857377,0.0000086708,-0.6404005385
47664,0.0039259161,0.0039259161,0.0000091033,1.3011955256
47665,0.0012520403,0.0012520403,0.0000083239,0.4339651919
47666,0.0017071153,0.0017071153,0.0000077925,0.6115407432
47667,0.0011396600,0.0011396600,0.0000072928,0.4220162007
47668,0.0031895699,0.0031895699,0.0000069560,1.2093485545
47669,0.0000384158,0.0000384158,0.0000065801,0.0149759492
47670,0.0026287196,0.0026287196,0.0000065833,1.0245267131
47671,-0.0029358326,-0.0029358326,0.0000062668,-1.1727562512
47672,-0.0015329225,-0.0015329225,0.0000074927,-0.5600169416
47673,-0.0003495047,-0.0003495047,0.0000079059,-0.1243019004
47674,0.0006083478,0.0006083478,0.0000078244,0.2174837706
47675,-0.0002149683,-0.0002149683,0.0000074991,-0.0785002417
47676,-0.0014266002,-0.0014266002,0.0000074354,-0.5231794173
47677,0.0018198610,0.0018198610,0.0000078108,0.6511625531
47678,0.0003158983,0.0003158983,0.0000072962,0.1169496807
47679,0.0008978457,0.0008978457,0.0000071214,0.3364482147
47680,0.0023428059,0.0023428059,0.0000068539,0.8948841339
47681,-0.0033105191,-0.0033105191,0.0000064869,-1.2998006731
47682,-0.0023821310,-0.0023821310,0.0000079050,-0.8472544219
47683,-0.0005580555,-0.0005580555,0.0000086728,-0.1894954250
47684,-0.0021263623,-0.0021263623,0.0000085518,-0.7271256125
47685,-0.0018219489,-0.0018219489,0.0000091169,-0.6034104702
47686,-0.0009095860,-0.0009095860,0.0000094655,-0.2956466874
47687,0.0034422544,0.0034422544,0.0000093668,1.1247247756
47688,-0.0010623868,-0.0010623868,0.0000085008,-0.3643793165
47689,0.0005659913,0.0005659913,0.0000085918,0.1930931360
47690,0.0010393607,0.0010393607,0.0000081532,0.3640013399
47691,0.0040699021,0.0040699021,0.0000076874,1.4678892437
47692,-0.0017333551,-0.0017333551,0.0000072341,-0.6444592820
47693,-0.0026571275,-0.0026571275,0.0000077654,-0.9535206557
47694,-0.0039212692,-0.0039212692,0.0000086941,-1.3298883882
47695,-0.0035320544,-0.0035320544,0.0000103150,-1.0997476447
47696,-0.0017702808,-0.0017702808,0.0000115259,-0.5214405085
47697,-0.0072762877,-0.0072762877,0.0000115547,-2.1405739925
47698,-0.0047893755,-0.0047893755,0.0000159421,-1.1995163054
47699,-0.0019768723,-0.0019768723,0.0000176100,-0.4710850483
47700,-0.0034313642,-0.0034313642,0.0000169935,-0.8323883158
47701,0.0100191796,0.0100191796,0.0000174477,2.3986313556
47702,0.0042162758,0.0042162758,0.0000166647,1.0328345692
47703,-0.0011557259,-0.0011557259,0.0000143326,-0.3052754917
47704,0.0083993095,0.0083993095,0.0000136871,2.2703275582
47705,-0.0107340881,-0.0107340881,0.0000130540,-2.9709353303
47706,-0.0068468364,-0.0068468364,0.0000217352,-1.4686155125
47707,0.0024838029,0.0024838029,0.0000250109,0.4966518718
47708,-0.0071098651,-0.0071098651,0.0000213256,-1.5396102388
47709,0.0037825693,0.0037825693,0.0000249376,0.7574601429
47710,0.0213052788,0.0213052788,0.0000210234,4.6466040033
47711,0.0023066660,0.0023066660,0.0000317969,0.4090650276
47712,0.0027039074,0.0027039074,0.0000269927,0.5204376068
47713,0.0039321250,0.0039321250,0.0000229045,0.8216114097
47714,0.0020007697,0.0020007697,0.0000193601,0.4547194137
47715,-0.0021080388,-0.0021080388,0.0000167759,-0.5146783465
47716,-0.0079620391,-0.0079620391,0.0000163451,-1.9693838773
47717,0.0034922829,0.0034922829,0.0000212820,0.7570122747
47718,0.0019188473,0.0019188473,0.0000180884,0.4511695104
47719,0.0021614534,0.0021614534,0.0000157432,0.5447529314
47720,0.0033820346,0.0033820346,0.0000137577,0.9118120831
47721,0.0034631379,0.0034631379,0.0000120115,0.9992431621
47722,-0.0017961100,-0.0017961100,0.0000106092,-0.5514315786
47723,-0.0031891388,-0.0031891388,0.0000107641,-0.9720389207
47724,-0.0026645072,-0.0026645072,0.0000117044,-0.7788303704
47725,-0.0022543189,-0.0022543189,0.0000122153,-0.6450061731
47726,-0.0011918476,-0.0011918476,0.0000124250,-0.3381217428
47727,-0.0015318622,-0.0015318622,0.0000120524,-0.4412488742
47728,0.0023163974,0.0023163974,0.0000118936,0.6716693729
47729,0.0007083526,0.0007083526,0.0000105790,0.2177843431
47730,-0.0011856515,-0.0011856515,0.0000097869,-0.3789965506
47731,0.0054142070,0.0054142070,0.0000097600,1.7330416822
47732,0.0015764818,0.0015764818,0.0000090703,0.5234546541
47733,-0.0008245570,-0.0008245570,0.0000083592,-0.2851926526
47734,-0.0017921182,-0.0017921182,0.0000083777,-0.6191614618
47735,0.0012097309,0.0012097309,0.0000088004,0.4077919350
47736,0.0016149674,0.0016149674,0.0000081946,0.5641567476
47737,0.0008328186,0.0008328186,0.0000076335,0.3014311545
47738,-0.0008116433,-0.0008116433,0.0000072931,-0.3005453705
47739,-0.0036055209,-0.0036055209,0.0000074512,-1.3208509879
47740,0.0021595643,0.0021595643,0.0000089677,0.7211484620
47741,0.0010047534,0.0010047534,0.0000082091,0.3506815235
47742,0.0004396482,0.0004396482,0.0000077403,0.1580252538
47743,-0.0027385440,-0.0027385440,0.0000074666,-1.0022088617
47744,-0.0027764390,-0.0027764390,0.0000084699,-0.9540012872
47745,0.0008480436,0.0008480436,0.0000093929,0.2767061931
47746,0.0013507547,0.0013507547,0.0000087600,0.4563777815
47747,0.0060002336,0.0060002336,0.0000081374,2.1034118365
47748,-0.0033588956,-0.0033588956,0.0000080053,-1.1871539656
47749,-0.0034805683,-0.0034805683,0.0000093190,-1.1401598509
47750,0.0036108159,0.0036108159,0.0000105894,1.1096096504
47751,0.0002838072,0.0002838072,0.0000094779,0.0921866970
47752,-0.0012702299,-0.0012702299,0.0000089728,-0.4240504173
47753,-0.0001610235,-0.0001610235,0.0000090881,-0.0534137699
47754,0.0013769727,0.0013769727,0.0000087747,0.4648459637
47755,0.0036663672,0.0036663672,0.0000081454,1.2846339595
47756,0.0009810347,0.0009810347,0.0000075493,0.3570510003
47757,-0.0020343578,-0.0020343578,0.0000071955,-0.7583974625
47758,-0.0005559055,-0.0005559055,0.0000078688,-0.1981738796
47759,0.0002861140,0.0002861140,0.0000078599,0.1020542722
47760,-0.0002274879,-0.0002274879,0.0000076048,-0.0824926226
47761,0.0020606185,0.0020606185,0.0000075294,0.7509619570
47762,0.0052214442,0.0052214442,0.0000070469,1.9669485920
47763,0.0005808191,0.0005808191,0.0000069669,0.2200495478
47764,-0.0027166632,-0.0027166632,0.0000067854,-1.0429096953
47765,-0.0005809471,-0.0005809471,0.0000078443,-0.2074242506
47766,-0.0014463348,-0.0014463348,0.0000078472,-0.5163098270
47767,0.0006647225,0.0006647225,0.0000081799,0.2324160550
47768,-0.0023688954,-0.0023688954,0.0000077849,-0.8490227977
47769,-0.0018152432,-0.0018152432,0.0000085587,-0.6204842858
47770,0.0065348653,0.0065348653,0.0000089707,2.1818418249
47771,-0.0008685273,-0.0008685273,0.0000088031,-0.2927296132
47772,0.0044584843,0.0044584843,0.0000087780,1.5048362446
47773,-0.0000198386,-0.0000198386,0.0000081343,-0.0069558641
47774,0.0001586721,0.0001586721,0.0000079198,0.0563823832
47775,0.0019203652,0.0019203652,0.0000076884,0.6925717792
47776,0.0023438172,0.0023438172,0.0000071871,0.8742737039
47777,0.0011208703,0.0011208703,0.0000067553,0.4312524353
47778,0.0011937095,0.0011937095,0.0000065135,0.4677246157
47779,-0.0004377973,-0.0004377973,0.0000063031,-0.1743797554
47780,-0.0016626890,-0.0016626890,0.0000064771,-0.6533105936
47781,0.0040915164,0.0040915164,0.0000070669,1.5391056216
47782,-0.0028927661,-0.0028927661,0.0000067563,-1.1129109717
47783,0.0004758244,0.0004758244,0.0000079131,0.1691502404
47784,-0.0046741269,-0.0046741269,0.0000076036,-1.6950793217
47785,0.0004060978,0.0004060978,0.0000098443,0.1294307463
47786,-0.0000268075,-0.0000268075,0.0000092485,-0.0088149667
47787,-0.0008909723,-0.0008909723,0.0000088694,-0.2991689114
47788,0.0006025064,0.0006025064,0.0000088440,0.2025984531
47789,0.0014907832,0.0014907832,0.0000083564,0.5157087996
47790,0.0002242703,0.0002242703,0.0000077831,0.0803886549
47791,-0.0010035915,-0.0010035915,0.0000075556,-0.3651088633
47792,-0.0009528638,-0.0009528638,0.0000077485,-0.3423122609
47793,0.0009875595,0.0009875595,0.0000078968,0.3514279859
47794,-0.0021489290,-0.0021489290,0.0000074836,-0.7855389249
47795,0.0040480467,0.0040480467,0.0000081798,1.4153843879
47796,-0.0003204128,-0.0003204128,0.0000076144,-0.1161159700
47797,0.0040856284,0.0040856284,0.0000075658,1.4853599679
47798,0.0014941584,0.0014941584,0.0000071417,0.5591063140
47799,-0.0036383903,-0.0036383903,0.0000067828,-1.3970257709
47800,-0.0011197208,-0.0011197208,0.0000083749,-0.3869198291
47801,0.0012968922,0.0012968922,0.0000085054,0.4446901714
47802,0.0042505003,0.0042505003,0.0000079354,1.5088806936
47803,-0.0004437608,-0.0004437608,0.0000074511,-0.1625694966
47804,0.0021798053,0.0021798053,0.0000074644,0.7978479578
47805,-0.0037846555,-0.0037846555,0.0000069868,-1.4318184914
47806,-0.0011449996,-0.0011449996,0.0000086553,-0.3891919109
47807,-0.0038926930,-0.0038926930,0.0000087594,-1.3152618421
47808,-0.0004057489,-0.0004057489,0.0000103553,-0.1260888916
47809,0.0010240479,0.0010240479,0.0000099408,0.3247956229
47810,0.0011197826,0.0011197826,0.0000091792,0.3695990270
47811,0.0009168413,0.0009168413,0.0000085258,0.3139983487
47812,-0.0011807531,-0.0011807531,0.0000080212,-0.4169065570
47813,-0.0057090397,-0.0057090397,0.0000082222,-1.9909945562
47814,-0.0004784536,-0.0004784536,0.0000112555,-0.1426123230
47815,0.0027824746,0.0027824746,0.0000107392,0.8490751353
47816,0.0025962676,0.0025962676,0.0000096036,0.8377865912
47817,-0.0025146081,-0.0025146081,0.0000086955,-0.8527535234
47818,-0.0006461899,-0.0006461899,0.0000094488,-0.2102185988
47819,-0.0017855720,-0.0017855720,0.0000092510,-0.5870602076
47820,0.0006764538,0.0006764538,0.0000095659,0.2187136711
47821,0.0040673971,0.0040673971,0.0000089446,1.3599875803
47822,0.0029040469,0.0029040469,0.0000082137,1.0132925401
47823,0.0012098148,0.0012098148,0.0000075710,0.4396852350
47824,-0.0028005287,-0.0028005287,0.0000071757,-1.0454641964
47825,-0.0007670394,-0.0007670394,0.0000082416,-0.2671841619
47826,0.0017731021,0.0017731021,0.0000082550,0.6171271634
47827,0.0051454564,0.0051454564,0.0000076645,1.8585804048
47828,-0.0018384404,-0.0018384404,0.0000074141,-0.6751804355
47829,-0.0008692881,-0.0008692881,0.0000079716,-0.3078871573
47830,0.0020044706,0.0020044706,0.0000080591,0.7060858315
47831,-0.0027135498,-0.0027135498,0.0000074821,-0.9920356594
47832,0.0017969999,0.0017969999,0.0000084702,0.6174505395
47833,0.0000504205,0.0000504205,0.0000078381,0.0180094863
47834,-0.0037983591,-0.0037983591,0.0000076484,-1.3734429843
47835,-0.0021540953,-0.0021540953,0.0000092730,-0.7073838693
47836,0.0010190056,0.0010190056,0.0000097700,0.3260088099
47837,0.0055801010,0.0055801010,0.0000090379,1.8561288632
47838,0.0000065283,0.0000065283,0.0000085615,0.0022311352
47839,0.0009992033,0.0009992033,0.0000082754,0.3473435234
47840,-0.0001851484,-0.0001851484,0.0000077966,-0.0663083119
47841,-0.0006768415,-0.0006768415,0.0000076805,-0.2442261877
47842,0.0020166794,0.0020166794,0.0000077389,0.7249315667
47843,0.0006988252,0.0006988252,0.0000072204,0.2600685327
47844,-0.0026716012,-0.0026716012,0.0000069740,-1.0116522258
47845,-0.0008362951,-0.0008362951,0.0000079903,-0.2958547239
47846,-0.0006169231,-0.0006169231,0.0000080631,-0.2172600645
47847,-0.0009424840,-0.0009424840,0.0000080478,-0.3322263660
47848,-0.0010597914,-0.0010597914,0.0000081525,-0.3711728340
47849,0.0037350622,0.0037350622,0.0000082883,1.2973704743
47850,0.0028378629,0.0028378629,0.0000076673,1.0248719917
47851,0.0014493130,0.0014493130,0.0000071341,0.5426162621
47852,0.0019512510,0.0019512510,0.0000067819,0.7492686240
47853,0.0007067783,0.0007067783,0.0000064468,0.2783619695
47854,-0.0047248732,-0.0047248732,0.0000063253,-1.8786614365
47855,0.0015041801,0.0015041801,0.0000086811,0.5105205599
47856,0.0017246867,0.0017246867,0.0000080488,0.6079156044
47857,-0.0015156995,-0.0015156995,0.0000075009,-0.5534202458
47858,-0.0003516941,-0.0003516941,0.0000079058,-0.1250813319
47859,-0.0022323804,-0.0022323804,0.0000078250,-0.7980428855
47860,0.0018412292,0.0018412292,0.0000085249,0.6306138550
47861,-0.0037421215,-0.0037421215,0.0000078781,-1.3332389031
47862,0.0004272646,0.0004272646,0.0000094469,0.1390122324
47863,0.0023922420,0.0023922420,0.0000089076,0.8015372618
47864,-0.0001562935,-0.0001562935,0.0000081437,-0.0547685342
47865,0.0006421338,0.0006421338,0.0000079679,0.2274849832
47866,0.0028977725,0.0028977725,0.0000076121,1.0502968385
47867,0.0055992399,0.0055992399,0.0000070906,2.1027434039
47868,0.0025642960,0.0025642960,0.0000071036,0.9621165284
47869,-0.0036944829,-0.0036944829,0.0000066834,-1.4290723474
47870,0.0009692051,0.0009692051,0.0000083185,0.3360421573
47871,0.0017190683,0.0017190683,0.0000078381,0.6140258735
47872,0.0003627149,0.0003627149,0.0000073289,0.1339819177
47873,0.0025322800,0.0025322800,0.0000071379,0.9478183612
47874,-0.0006479404,-0.0006479404,0.0000067113,-0.2501098611
47875,0.0013661648,0.0013661648,0.0000068935,0.5203360514
47876,-0.0028288073,-0.0028288073,0.0000065941,-1.1016056317
47877,0.0005741834,0.0005741834,0.0000077315,0.2064995578
47878,-0.0016589492,-0.0016589492,0.0000074286,-0.6086670774
47879,0.0020388366,0.0020388366,0.0000079041,0.7251990017
47880,0.0051921654,0.0051921654,0.0000073531,1.9147559706
47881,-0.0022413931,-0.0022413931,0.0000071901,-0.8358915054
47882,-0.0003310718,-0.0003310718,0.0000079638,-0.1173171932
47883,-0.0002899651,-0.0002899651,0.0000078681,-0.1033735508
47884,0.0003914351,0.0003914351,0.0000077735,0.1403952575
47885,0.0021670880,0.0021670880,0.0000075060,0.7909937806
47886,0.0049723853,0.0049723853,0.0000070212,1.8765492433
47887,0.0066601608,0.0066601608,0.0000068867,2.5379326436
47888,0.0009868691,0.0009868691,0.0000073238,0.3646635398
47889,0.0022664644,0.0022664644,0.0000070068,0.8562256781
47890,-0.0016559306,-0.0016559306,0.0000066127,-0.6439507230
47891,-0.0021426614,-0.0021426614,0.0000071837,-0.7994266232
47892,-0.0020577535,-0.0020577535,0.0000079100,-0.7316527027
47893,0.0048748243,0.0048748243,0.0000085140,1.6706796705
47894,-0.0030241875,-0.0030241875,0.0000080027,-1.0690346222
47895,0.0023889032,0.0023889032,0.0000091150,0.7912596558
47896,0.0022118208,0.0022118208,0.0000083119,0.7671845292
47897,-0.0049445846,-0.0049445846,0.0000076720,-1.7851480378
47898,0.0006731439,0.0006731439,0.0000101133,0.2116714902
47899,-0.0001407339,-0.0001407339,0.0000094049,-0.0458904804
47900,0.0024051027,0.0024051027,0.0000090383,0.8000014872
47901,0.0090990217,0.0090990217,0.0000082487,3.1681226734
47902,-0.0002546083,-0.0002546083,0.0000095377,-0.0824423464
47903,-0.0019795867,-0.0019795867,0.0000091889,-0.6530434077
47904,0.0046171388,0.0046171388,0.0000096066,1.4896627171
47905,-0.0000395875,-0.0000395875,0.0000088005,-0.0133446100
47906,0.0031219287,0.0031219287,0.0000084922,1.0713039008
47907,0.0054765732,0.0054765732,0.0000077959,1.9614402401
47908,-0.0022094058,-0.0022094058,0.0000075971,-0.8015910546
47909,-0.0032993489,-0.0032993489,0.0000083105,-1.1444940430
47910,0.0018421202,0.0018421202,0.0000095594,0.5958034687
47911,0.0011861860,0.0011861860,0.0000087256,0.4015644646
47912,0.0057708698,0.0057708698,0.0000081367,2.0230966046
47913,-0.0019003302,-0.0019003302,0.0000079352,-0.6746050013
47914,-0.0011065815,-0.0011065815,0.0000084608,-0.3804322569
47915,-0.0015164490,-0.0015164490,0.0000085748,-0.5178642426
47916,0.0007149789,0.0007149789,0.0000088476,0.2403699160
47917,0.0006765005,0.0006765005,0.0000083334,0.2343462394
47918,0.0000246146,0.0000246146,0.0000079110,0.0087514245
47919,0.0013907296,0.0013907296,0.0000077174,0.5006183338
47920,-0.0045347986,-0.0045347986,0.0000072702,-1.6818449750
47921,-0.0012323935,-0.0012323935,0.0000094306,-0.4013100679
47922,-0.0000085673,-0.0000085673,0.0000094704,-0.0027839431
47923,-0.0003173250,-0.0003173250,0.0000090525,-0.1054679648
47924,-0.0005833952,-0.0005833952,0.0000087951,-0.1967170857
47925,-0.0004765305,-0.0004765305,0.0000086659,-0.1618767122
47926,0.0018158350,0.0018158350,0.0000085176,0.6221812762
47927,-0.0003661593,-0.0003661593,0.0000078749,-0.1304810791
47928,-0.0003946740,-0.0003946740,0.0000078031,-0.1412876902
47929,0.0004635872,0.0004635872,0.0000077507,0.1665180198
47930,-0.0003446751,-0.0003446751,0.0000074698,-0.1261119820
47931,-0.0033166738,-0.0033166738,0.0000074494,-1.2151804152
47932,0.0002442520,0.0002442520,0.0000087873,0.0823968663
47933,-0.0005893298,-0.0005893298,0.0000083998,-0.2033408564
47934,0.0038143018,0.0038143018,0.0000083280,1.3217379551
47935,0.0038656465,0.0038656465,0.0000077055,1.3925865578
47936,0.0000480199,0.0000480199,0.0000072238,0.0178664817
47937,-0.0009603515,-0.0009603515,0.0000071274,-0.3597198074
47938,0.0015752740,0.0015752740,0.0000073608,0.5806221716
47939,0.0001607928,0.0001607928,0.0000069534,0.0609774129
47940,-0.0012131846,-0.0012131846,0.0000068693,-0.4628838351
47941,-0.0000609363,-0.0000609363,0.0000072304,-0.0226617698
47942,-0.0036862285,-0.0036862285,0.0000071624,-1.3773742298
47943,-0.0091480821,-0.0091480821,0.0000087540,-3.0919064599
47944,-0.0008559357,-0.0008559357,0.0000153319,-0.2185961456
47945,0.0039201289,0.0039201289,0.0000144039,1.0329035323
47946,0.0007527861,0.0007527861,0.0000125239,0.2127165688
47947,-0.0021212967,-0.0021212967,0.0000114073,-0.6280736607
47948,-0.0021622992,-0.0021622992,0.0000116376,-0.6338455410
47949,0.0043272517,0.0043272517,0.0000118634,1.2563404886
47950,0.0059165228,0.0059165228,0.0000105297,1.8233011328
47951,-0.0075896186,-0.0075896186,0.0000097806,-2.4268141992
47952,0.0022832559,0.0022832559,0.0000145672,0.5982271567
47953,-0.0002808588,-0.0002808588,0.0000127714,-0.0785904023
47954,0.0009060608,0.0009060608,0.0000119600,0.2619946031
47955,0.0001899397,0.0001899397,0.0000108937,0.0575477706
47956,0.0014798281,0.0014798281,0.0000101987,0.4633808390
47957,-0.0007519685,-0.0007519685,0.0000093058,-0.2465029133
47958,-0.0022332913,-0.0022332913,0.0000091676,-0.7375934487
47959,0.0016468048,0.0016468048,0.0000097181,0.5282657384
47960,-0.0016579386,-0.0016579386,0.0000088826,-0.5562871613
47961,0.0000684603,0.0000684603,0.0000091818,0.0225931047
47962,0.0023197626,0.0023197626,0.0000087840,0.7827046463
47963,0.0025838662,0.0025838662,0.0000080479,0.9108108250
47964,-0.0000490732,-0.0000490732,0.0000074415,-0.0179892656
47965,-0.0019525298,-0.0019525298,0.0000073388,-0.7207501215
47966,-0.0044765048,-0.0044765048,0.0000079576,-1.5868987111
47967,-0.0012693970,-0.0012693970,0.0000100287,-0.4008445725
47968,0.0037831130,0.0037831130,0.0000100069,1.1959114661
47969,0.0023423226,0.0023423226,0.0000090247,0.7797031497
47970,0.0025402276,0.0025402276,0.0000082417,0.8848393224
47971,0.0016375602,0.0016375602,0.0000075988,0.5940516670
47972,0.0006804369,0.0006804369,0.0000071417,0.2546173836
47973,-0.0028082178,-0.0028082178,0.0000069117,-1.0681628621
47974,-0.0010354221,-0.0010354221,0.0000080076,-0.3659041996
47975,-0.0017291875,-0.0017291875,0.0000081530,-0.6055954210
47976,-0.0020659433,-0.0020659433,0.0000085733,-0.7055760222
47977,-0.0033603294,-0.0033603294,0.0000091056,-1.1135930773
47978,0.0027536844,0.0027536844,0.0000103184,0.8572515520
47979,-0.0002841992,-0.0002841992,0.0000092652,-0.0933673225
47980,0.0016146418,0.0016146418,0.0000089660,0.5392339353
47981,0.0026372867,0.0026372867,0.0000082680,0.9171873795
47982,0.0012169485,0.0012169485,0.0000076172,0.4409347766
47983,-0.0001172889,-0.0001172889,0.0000072128,-0.0436721667
47984,0.0004654258,0.0004654258,0.0000071631,0.1739004839
47985,-0.0030474865,-0.0030474865,0.0000069749,-1.1539143194
47986,-0.0030693769,-0.0030693769,0.0000081978,-1.0720138747
47987,-0.0029619801,-0.0029619801,0.0000093180,-0.9703308182
47988,-0.0039340514,-0.0039340514,0.0000102632,-1.2280031817
47989,-0.0035406143,-0.0035406143,0.0000117578,-1.0325587929
47990,0.0055501863,0.0055501863,0.0000128350,1.5492057861
47991,0.0087000523,0.0087000523,0.0000114616,2.5698001907
47992,0.0010076532,0.0010076532,0.0000115815,0.2960933774
47993,-0.0002181295,-0.0002181295,0.0000105521,-0.0671497587
47994,0.0122000872,0.0122000872,0.0000100425,3.8498263851
47995,-0.0015815282,-0.0015815282,0.0000131121,-0.4367585811
47996,-0.0014408358,-0.0014408358,0.0000128430,-0.4020511883
47997,0.0008992302,0.0008992302,0.0000125367,0.2539681429
47998,0.0079458267,0.0079458267,0.0000113782,2.3556006542
47999,0.0026260573,0.0026260573,0.0000111480,0.7865109160
48000,0.0022420599,0.0022420599,0.0000099438,0.7110007363
48001,0.0020676525,0.0020676525,0.0000089966,0.6893476594
48002,-0.0050887191,-0.0050887191,0.0000082407,-1.7726648802
48003,0.0016078542,0.0016078542,0.0000107601,0.4901598237
48004,0.0050720260,0.0050720260,0.0000097480,1.6245183127
48005,-0.0006195729,-0.0006195729,0.0000089885,-0.2066567965
48006,0.0000318197,0.0000318197,0.0000088451,0.0106990061
48007,0.0010335422,0.0010335422,0.0000085090,0.3543154208
48008,0.0010828515,0.0010828515,0.0000079845,0.3832163366
48009,0.0038165506,0.0038165506,0.0000075395,1.3899513231
48010,-0.0006567567,-0.0006567567,0.0000070889,-0.2466687956
48011,0.0001816313,0.0001816313,0.0000072220,0.0675867160
48012,0.0001862504,0.0001862504,0.0000070916,0.0699401526
48013,0.0004251389,0.0004251389,0.0000069800,0.1609179642
48014,0.0009143638,0.0009143638,0.0000068297,0.3498797907
48015,-0.0013255975,-0.0013255975,0.0000066081,-0.5156727867
48016,0.0099160602,0.0099160602,0.0000070455,3.7358010969
48017,0.0069424762,0.0069424762,0.0000092730,2.2798368732
48018,-0.0011221422,-0.0011221422,0.0000091779,-0.3704050948
48019,-0.0008865720,-0.0008865720,0.0000092041,-0.2922290010
48020,-0.0001618662,-0.0001618662,0.0000091318,-0.0535647502
48021,-0.0019098267,-0.0019098267,0.0000088122,-0.6433559654
48022,0.0044083397,0.0044083397,0.0000092397,1.4502611029
48023,0.0015882448,0.0015882448,0.0000084854,0.5452313478
48024,-0.0012662479,-0.0012662479,0.0000078761,-0.4511943733
48025,-0.0007650968,-0.0007650968,0.0000081302,-0.2683278568
48026,0.0002194092,0.0002194092,0.0000081581,0.0768175359
48027,0.0020546687,0.0020546687,0.0000078741,0.7322186718
48028,-0.0005646831,-0.0005646831,0.0000073275,-0.2086056475
48029,-0.0029212217,-0.0029212217,0.0000073972,-1.0740658230
48030,-0.0015663937,-0.0015663937,0.0000085088,-0.5369906144
48031,-0.0035543804,-0.0035543804,0.0000088121,-1.1973600996
48032,-0.0032516935,-0.0032516935,0.0000101771,-1.0192911437
48033,-0.0010893888,-0.0010893888,0.0000112165,-0.3252772925
48034,0.0044770109,0.0044770109,0.0000109582,1.3524396995
48035,-0.0040327723,-0.0040327723,0.0000098346,-1.2859509249
48036,0.0075575600,0.0075575600,0.0000114373,2.2347035410
48037,0.0046977054,0.0046977054,0.0000110216,1.4150202151
48038,0.0036266971,0.0036266971,0.0000099122,1.1519285672
48039,-0.0011264209,-0.0011264209,0.0000089412,-0.3767056808
48040,-0.0079485001,-0.0079485001,0.0000090003,-2.6494552931
48041,-0.0016934073,-0.0016934073,0.0000141938,-0.4494820751
48042,-0.0040151986,-0.0040151986,0.0000138461,-1.0790550665
48043,-0.0013857464,-0.0013857464,0.0000150693,-0.3569741890
48044,-0.0048949682,-0.0048949682,0.0000144429,-1.2880211239
48045,0.0004798206,0.0004798206,0.0000163348,0.1187196304
48046,0.0035982918,0.0035982918,0.0000147021,0.9384394773
48047,0.0038240188,0.0038240188,0.0000127645,1.0703315003
48048,0.0028983396,0.0028983396,0.0000112147,0.8654749726
48049,0.0012202842,0.0012202842,0.0000099819,0.3862365484
48050,0.0010117166,0.0010117166,0.0000091736,0.3340332348
48051,-0.0007775380,-0.0007775380,0.0000085423,-0.2660324403
48052,-0.0016423623,-0.0016423623,0.0000085184,-0.5627161283
48053,0.0050154717,0.0050154717,0.0000088549,1.6854684343
48054,0.0021136052,0.0021136052,0.0000082919,0.7340000564
48055,0.0018465799,0.0018465799,0.0000076629,0.6670711353
48056,-0.0055939365,-0.0055939365,0.0000071728,-2.0886903179
48057,-0.0014539176,-0.0014539176,0.0000101596,-0.4561428141
48058,0.0071046476,0.0071046476,0.0000102048,2.2240277255
48059,0.0010238369,0.0010238369,0.0000099283,0.3249325112
48060,-0.0005026441,-0.0005026441,0.0000091689,-0.1659979302
48061,-0.0000966010,-0.0000966010,0.0000089584,-0.0322750624
48062,-0.0042917902,-0.0042917902,0.0000086440,-1.4597589885
48063,-0.0013998774,-0.0013998774,0.0000105302,-0.4313918875
48064,-0.0000757833,-0.0000757833,0.0000105029,-0.0233839951
48065,-0.0006349946,-0.0006349946,0.0000099523,-0.2012833821
48066,0.0055757918,0.0055757918,0.0000096800,1.7921316454
48067,-0.0042064885,-0.0042064885,0.0000090477,-1.3984650387
48068,-0.0044999353,-0.0044999353,0.0000108405,-1.3667252356
48069,-0.0017147833,-0.0017147833,0.0000127085,-0.4810185850
48070,-0.0018907777,-0.0018907777,0.0000125606,-0.5335018021
48071,0.0015200670,0.0015200670,0.0000125253,0.4295047390
48072,-0.0019710034,-0.0019710034,0.0000112241,-0.5883172906
48073,0.0008498191,0.0008498191,0.0000113951,0.2517492237
48074,-0.0017891114,-0.0017891114,0.0000104350,-0.5538476075
48075,-0.0001199895,-0.0001199895,0.0000106078,-0.0368409794
48076,0.0029726790,0.0029726790,0.0000100564,0.9374035246
48077,0.0031763347,0.0031763347,0.0000090471,1.0560188133
48078,0.0014561722,0.0014561722,0.0000082391,0.5073094533
48079,0.0006186219,0.0006186219,0.0000076913,0.2230622550
48080,-0.0161307914,-0.0161307914,0.0000073852,-5.9357530141
48081,0.0034124234,0.0034124234,0.0000246712,0.6870181448
48082,-0.0021903570,-0.0021903570,0.0000208578,-0.4796021238
48083,0.0003556558,0.0003556558,0.0000199693,0.0795881213
48084,0.0016768363,0.0016768363,0.0000178213,0.3972105855
48085,0.0061641149,0.0061641149,0.0000155808,1.5616205238
48086,0.0044112691,0.0044112691,0.0000137104,1.1913483419
48087,0.0023120234,0.0023120234,0.0000119934,0.6676071078
48088,-0.0029411616,-0.0029411616,0.0000106610,-0.9007833193
